workerid,strangedescription,trial_type,actual_utterance,actual_effect_question,name,object_level,gender,num_objects,object,effect,actual_cause,quantifier,rt,cause,response,other_gender,slide_number_in_experiment
4,,cause_effect_prior,"""All of the balloons popped.""",Do you think Dorothy is describing a normal event?,Larry,object_mid,M,15,balloons,popped,Larry poked  15 balloons  with a pin.,All,2677,poked __ with a pin,yes,F,9
4,,cause_effect_prior,"""Some of the songs rhymed.""",Do you think Deborah is describing a normal event?,Emma,object_mid,F,15,songs,rhymed,Emma wrote  15 songs.,Some,3151,wrote __,yes,F,10
4,,cause_effect_prior,"""I love watching fires.""",Do you think Joseph is describing a normal event?,Eric,object_mid,M,15,books,burnt,Eric threw  15 books  into a fire.,long_filler,4403,threw __ into a fire,yes,M,11
4,,cause_effect_prior,"""Typical.""",Do you think Rebecca is describing a normal event?,John,object_mid,M,15,pinecones,decomposed,John put  15 pinecones  in a compost pile for a month.,short_filler,3567,put __ in a compost pile for a month,yes,F,12
4,,cause_effect_prior,"""Some of the diamonds reflected the sunlight.""",Do you think Melissa is describing a normal event?,Carolyn,object_mid,F,15,diamonds,reflected the sunlight,Carolyn placed  15 diamonds  in the sun.,Some,3552,placed __ in the sun,yes,F,13
4,,cause_effect_prior,"""Some of the cameras flashed.""",Do you think Michelle is describing a normal event?,William,object_high,M,15,cameras,flashed,William took a picture with  15 cameras.,Some,2016,took a picture with __,yes,F,14
4,,cause_effect_prior,"""Nothing out of the ordinary.""",Do you think Nancy is describing a normal event?,Sharon,object_high,F,15,new cars,beeped,Sharon left the lights on in  15 new cars.,short_filler,3778,left the lights on in __,yes,F,15
4,,cause_effect_prior,"""Some of the cups sank.""",Do you think Michael is describing a normal event?,Brian,object_mid,M,15,cups,sank,Brian threw  15 cups  into a pool.,Some,3393,threw __ into a pool,yes,M,16
4,carrots don&quotechart dissolve in water,cause_effect_prior,"""All of the carrots dissolved.""",Do you think Stephanie is describing a normal event?,Rachel,object_low,F,15,carrots,dissolved,Rachel put  15 carrots  in a bucket of water.,All,10675,put __ in a bucket of water,no,F,17
4,,cause_effect_prior,"""All of the boxes broke.""",Do you think Daniel is describing a normal event?,Joyce,object_mid,F,15,boxes,broke,Joyce ran  15 boxes  over with a car.,All,3268,ran __ over with a car,yes,M,18
4,,cause_effect_prior,"""That looks kind of dangerous.""",Do you think Richard is describing a normal event?,David,object_mid,M,15,bus drivers,honked,David cut off  15 bus drivers.,long_filler,3163,cut off __,yes,M,19
4,some of the coins should have landed flat,cause_effect_prior,"""None of the coins landed flat.""",Do you think Jerry is describing a normal event?,Catherine,object_high,F,15,coins,landed flat,Catherine tossed  15 coins.,None,11447,tossed __,no,M,20
4,,cause_effect_prior,"""Some of the balls of tin foil exploded.""",Do you think Matthew is describing a normal event?,Dennis,object_mid,M,15,balls of tin foil,exploded,Dennis heated up  15 balls of tin foil  in a microwave.,Some,2792,heated up __ in a microwave,yes,M,21
4,,cause_effect_prior,"""Some of the kids laughed.""",Do you think Raymond is describing a normal event?,George,object_high,M,15,kids,laughed,George told a joke to  15 kids.,Some,2166,told a joke to __,yes,M,22
4,,cause_effect_prior,"""Some of the books ripped.""",Do you think Kathleen is describing a normal event?,Gary,object_high,M,15,books,ripped,Gary used  15 books  as dog toys.,Some,2794,used __ as dog toys,yes,F,23
4,,cause_effect_prior,"""Nothing surprising there.""",Do you think Anthony is describing a normal event?,James,object_low,M,15,birthday cards,had the letter Z in them,James wrote  15 birthday cards.,short_filler,2914,wrote __,yes,M,24
4,,cause_effect_prior,"""Some of the white carpets got stained.""",Do you think Kevin is describing a normal event?,Helen,object_high,F,15,white carpets,got stained,Helen spilled red nail polish on  15 white carpets.,Some,3823,spilled red nail polish on __,yes,M,25
4,,cause_effect_prior,"""Some of the card towers fell down.""",Do you think Laura is describing a normal event?,Janet,object_high,F,15,card towers,fell down,Janet punched  15 card towers.,Some,2557,punched __,yes,F,26
4,,cause_effect_prior,"""Pretty normal.""",Do you think Julie is describing a normal event?,Charles,object_high,M,15,flashlights,lit up,Charles pressed the &quotecharon&quotechar button on  15 flashlights.,short_filler,2629,pressed the &quotecharon&quotechar button on __,yes,F,27
4,,cause_effect_prior,"""Pushing stuff is so much fun.""",Do you think Alexander is describing a normal event?,Ryan,object_mid,M,15,shopping carts,rolled,Ryan pushed  15 shopping carts.,long_filler,2619,pushed __,yes,M,28
4,the motorcycles should have stopped,cause_effect_prior,"""None of the motorcycles stopped.""",Do you think Virginia is describing a normal event?,Brandon,object_mid,M,15,motorcycles,stopped,Brandon pressed the brakes on  15 motorcycles.,None,9946,pressed the brakes on __,no,F,29
4,,cause_effect_prior,"""Some of the pencils melted.""",Do you think Ashley is describing a normal event?,Edward,object_low,M,15,pencils,melted,Edward left  15 pencils  in the hot sun.,Some,2799,left __ in the hot sun,yes,F,30
4,,cause_effect_prior,"""I just wish the weather was better.""",Do you think Ronald is describing a normal event?,Mary,object_mid,F,15,hats,blew away,Mary left  15 hats  on a table on a windy day.,long_filler,2745,left __ on a table on a windy day,yes,M,31
4,,cause_effect_prior,"""All of the laptops ran out of batteries.""",Do you think Betty is describing a normal event?,Gregory,object_high,M,15,laptops,ran out of batteries,Gregory left  15 laptops  on (and unplugged) all day.,All,3830,left __ on (and unplugged) all day,yes,F,32
5,,cause_effect_prior,"""Some of the webcams flashed.""",Do you think Nicole is describing a normal event?,Brian,object_low,M,15,webcams,flashed,Brian took a picture with  15 webcams.,Some,10843,took a picture with __,yes,F,3
5,,cause_effect_prior,"""Why does Lucy always leave her stuff in the driveway?""",Do you think Kenneth is describing a normal event?,Steven,object_mid,M,15,boxes,broke,Steven ran  15 boxes  over with a car.,long_filler,3289,ran __ over with a car,yes,M,4
5,why some novels?,cause_effect_prior,"""Some of the novels had the letter Z in them.""",Do you think Jeffrey is describing a normal event?,James,object_high,M,15,novels,had the letter Z in them,James wrote  15 novels.,Some,8824,wrote __,no,M,5
5,bicyclist dont honk,cause_effect_prior,"""All of the bicyclists honked.""",Do you think Ronald is describing a normal event?,Margaret,object_low,F,15,bicyclists,honked,Margaret cut off  15 bicyclists.,All,9713,cut off __,no,M,6
5,,cause_effect_prior,"""Some of the old cars beeped.""",Do you think Deborah is describing a normal event?,Carolyn,object_mid,F,15,old cars,beeped,Carolyn left the lights on in  15 old cars.,Some,4068,left the lights on in __,yes,F,7
5,,cause_effect_prior,"""All of the matches burnt.""",Do you think Larry is describing a normal event?,Jack,object_high,M,15,matches,burnt,Jack threw  15 matches  into a fire.,All,3242,threw __ into a fire,yes,M,8
5,why wernt some yellow,cause_effect_prior,"""All of the bananas were green.""",Do you think George is describing a normal event?,Jerry,object_mid,M,15,bananas,were green,Jerry saw  15 bananas.,All,8059,saw __,no,M,9
5,can they decompose?,cause_effect_prior,"""Some of the pinecones decomposed.""",Do you think Helen is describing a normal event?,Robert,object_mid,M,15,pinecones,decomposed,Robert put  15 pinecones  in a compost pile for a month.,Some,8150,put __ in a compost pile for a month,no,F,10
5,,cause_effect_prior,"""Some of the napkins blew away.""",Do you think Mark is describing a normal event?,Ashley,object_high,F,15,napkins,blew away,Ashley left  15 napkins  on a table on a windy day.,Some,2761,left __ on a table on a windy day,yes,M,11
5,,cause_effect_prior,"""None of the pencils melted.""",Do you think Patrick is describing a normal event?,Michael,object_low,M,15,pencils,melted,Michael left  15 pencils  in the hot sun.,None,3518,left __ in the hot sun,yes,M,12
5,balloons dont sink they go up,cause_effect_prior,"""Some of the balloons sank.""",Do you think Susan is describing a normal event?,Samuel,object_low,M,15,balloons,sank,Samuel threw  15 balloons  into a pool.,Some,13657,threw __ into a pool,no,F,13
5,,cause_effect_prior,"""All of the laptops ran out of batteries.""",Do you think Sandra is describing a normal event?,Ruth,object_high,F,15,laptops,ran out of batteries,Ruth left  15 laptops  on (and unplugged) all day.,All,15109,left __ on (and unplugged) all day,yes,F,14
5,,cause_effect_prior,"""That reminds me I need to visit my grandma.""",Do you think Joyce is describing a normal event?,Emily,object_low,F,15,bottles of hand soap,froze,Emily put  15 bottles of hand soap  in the freezer.,long_filler,2716,put __ in the freezer,yes,F,15
5,,cause_effect_prior,"""None of the gas tanks exploded.""",Do you think Tyler is describing a normal event?,Michelle,object_high,F,15,gas tanks,exploded,Michelle lit  15 gas tanks.,None,4065,lit __,yes,M,16
5,eggs dont pop,cause_effect_prior,"""None of the eggs popped.""",Do you think Karen is describing a normal event?,Catherine,object_low,F,15,eggs,popped,Catherine poked  15 eggs  with a pin.,None,6369,poked __ with a pin,no,F,17
5,,cause_effect_prior,"""Some people just love destruction.""",Do you think Gregory is describing a normal event?,Diane,object_high,F,15,card towers,fell down,Diane punched  15 card towers.,long_filler,3580,punched __,yes,M,18
5,,cause_effect_prior,"""I love throwing stuff, too.""",Do you think Daniel is describing a normal event?,Sarah,object_low,F,15,notebooks,landed flat,Sarah tossed  15 notebooks.,long_filler,2600,tossed __,yes,M,19
5,why would they eat seeds,cause_effect_prior,"""None of the dogs ate the seeds.""",Do you think Jennifer is describing a normal event?,Joshua,object_low,M,15,dogs,ate the seeds,Joshua left seeds out for  15 dogs.,None,7617,left seeds out for __,no,F,20
5,,cause_effect_prior,"""Some of the balls of tin foil exploded.""",Do you think Dorothy is describing a normal event?,William,object_mid,M,15,balls of tin foil,exploded,William heated up  15 balls of tin foil  in a microwave.,Some,3354,heated up __ in a microwave,yes,F,21
5,,cause_effect_prior,"""Nothing out of the ordinary.""",Do you think Donna is describing a normal event?,Betty,object_mid,F,15,sequins,stuck,Betty glued  15 sequins  to a piece of paper.,short_filler,2667,glued __ to a piece of paper,yes,F,22
5,,cause_effect_prior,"""Typical.""",Do you think Jessica is describing a normal event?,Paul,object_high,M,15,limericks,rhymed,Paul wrote  15 limericks.,short_filler,1942,wrote __,yes,F,23
5,whya re cakes on the wall?,cause_effect_prior,"""All of the cakes stuck to the wall.""",Do you think Raymond is describing a normal event?,Angela,object_mid,F,15,cakes,stuck to the wall,Angela threw  15 cakes  against a wall.,All,7239,threw __ against a wall,no,M,24
5,,cause_effect_prior,"""None of the diamonds reflected the sunlight.""",Do you think Virginia is describing a normal event?,Kevin,object_mid,M,15,diamonds,reflected the sunlight,Kevin placed  15 diamonds  in the sun.,None,2480,placed __ in the sun,yes,F,25
5,,cause_effect_prior,"""As usual.""",Do you think Linda is describing a normal event?,Melissa,object_low,F,15,carrots,dissolved,Melissa put  15 carrots  in a bucket of water.,short_filler,1730,put __ in a bucket of water,yes,F,26
5,,cause_effect_prior,"""Why always the red?""",Do you think Janet is describing a normal event?,Charles,object_low,M,15,white tablecloths,got stained,Charles spilled red nail polish on  15 white tablecloths.,long_filler,2825,spilled red nail polish on __,yes,F,27
5,,cause_effect_prior,"""Some of the kids laughed.""",Do you think Stephanie is describing a normal event?,Brenda,object_high,F,15,kids,laughed,Brenda told a joke to  15 kids.,Some,1783,told a joke to __,yes,F,28
5,,cause_effect_prior,"""Some of the shirts ripped.""",Do you think Rachel is describing a normal event?,Amy,object_mid,F,15,shirts,ripped,Amy used  15 shirts  as dog toys.,Some,3631,used __ as dog toys,yes,F,29
5,,cause_effect_prior,"""Pretty normal.""",Do you think Emily is describing a normal event?,Elizabeth,object_mid,F,15,computers,lit up,Elizabeth pressed the &quotecharon&quotechar button on  15 computers.,short_filler,2919,pressed the &quotecharon&quotechar button on __,yes,F,30
5,why rool a shopping cart,cause_effect_prior,"""Some of the shopping carts rolled.""",Do you think Andrew is describing a normal event?,Benjamin,object_mid,M,15,shopping carts,rolled,Benjamin pushed  15 shopping carts.,Some,10191,pushed __,no,M,31
5,,cause_effect_prior,"""Nothing surprising there.""",Do you think Gary is describing a normal event?,Anthony,object_high,M,15,cars,stopped,Anthony pressed the brakes on  15 cars.,short_filler,2277,pressed the brakes on __,yes,M,32
6,,cause_effect_prior,"""None of the diamonds reflected the sunlight.""",Do you think Eric is describing a normal event?,Alexander,object_mid,M,15,diamonds,reflected the sunlight,Alexander placed  15 diamonds  in the sun.,None,2892,placed __ in the sun,yes,M,3
6,,cause_effect_prior,"""Why does Lucy always leave her stuff in the driveway?""",Do you think Dorothy is describing a normal event?,Cynthia,object_high,F,15,sunglasses,broke,Cynthia ran  15 sunglasses  over with a car.,long_filler,2327,ran __ over with a car,yes,F,4
6,,cause_effect_prior,"""None of the fireworks exploded.""",Do you think Betty is describing a normal event?,Ronald,object_mid,M,15,fireworks,exploded,Ronald lit  15 fireworks.,None,2471,lit __,yes,F,5
